INDEX  | TEXT       | TYPE            | LINE  | COL  
4722   | 0          | INT             | 402   | 14   
4723   | ,          | COMMA           | 402   | 15   
4724   | 1          | INT             | 402   | 16   
4725   | )          | RPAREN          | 402   | 17   
4726   | op         | IDENTIFIER      | 403   | 4    
4727   | =          | ASSIGN          | 403   | 7    
4728   | (          | LPAREN          | 403   | 9    
4729   | (          | LPAREN          | 403   | 10   
4730   | 1          | INT             | 403   | 11   
4731   | ,          | COMMA           | 403   | 12   
4732   | 0          | INT             | 403   | 13   
4733   | )          | RPAREN          | 403   | 14   
4734   | ,          | COMMA           | 403   | 15   
4735   | (          | LPAREN          | 403   | 17   
4736   | 0          | INT             | 403   | 18   
4737   | ,          | COMMA           | 403   | 19   
4738   | 1          | INT             | 403   | 20   
4739   | )          | RPAREN          | 403   | 21   
4740   | )          | RPAREN          | 403   | 22   
4741   | op2        | IDENTIFIER      | 404   | 4    
4742   | =          | ASSIGN          | 404   | 8    
4743   | 1          | INT             | 404   | 10   
4744   | /          | DIV             | 404   | 11   
4745   | 2          | INT             | 404   | 12   
4746   | *          | MUL             | 404   | 14   
4747   | (          | LPAREN          | 404   | 16   
4748   | (          | LPAREN          | 404   | 17   
4749   | 1i         | COMPLEX         | 404   | 18   
4750   | ,          | COMMA           | 404   | 20   
4751   | 1i         | COMPLEX         | 404   | 21   
4752   | )          | RPAREN          | 404   | 23   
4753   | ,          | COMMA           | 404   | 24   
4754   | (          | LPAREN          | 404   | 26   
4755   | 1i         | COMPLEX         | 404   | 27   
4756   | ,          | COMMA           | 404   | 29   
4757   | 1i         | COMPLEX         | 404   | 30   
4758   | )          | RPAREN          | 404   | 32   
4759   | )          | RPAREN          | 404   | 33   
4760   | |ket0>     | KET_IDENTIFIER  | 405   | 4    
4761   | =          | ASSIGN          | 405   | 11   
4762   | (          | LPAREN          | 405   | 13   
4763   | 1          | INT             | 405   | 14   
4764   | ,          | COMMA           | 405   | 15   
4765   | 0          | INT             | 405   | 16   
4766   | )          | RPAREN          | 405   | 17   
4767   | |ket1>     | KET_IDENTIFIER  | 406   | 4    
4768   | =          | ASSIGN          | 406   | 11   
4769   | (          | LPAREN          | 406   | 13   
4770   | 0          | INT             | 406   | 14   
4771   | ,          | COMMA           | 406   | 15   
4772   | 1          | INT             | 406   | 16   
4773   | )          | RPAREN          | 406   | 17   
4774   | op         | IDENTIFIER      | 407   | 4    
4775   | =          | ASSIGN          | 407   | 7    
4776   | (          | LPAREN          | 407   | 9    
4777   | (          | LPAREN          | 407   | 10   
4778   | 1          | INT             | 407   | 11   
4779   | ,          | COMMA           | 407   | 12   
4780   | 0          | INT             | 407   | 13   
4781   | )          | RPAREN          | 407   | 14   
4782   | ,          | COMMA           | 407   | 15   
4783   | (          | LPAREN          | 407   | 17   
4784   | 0          | INT             | 407   | 18   
4785   | ,          | COMMA           | 407   | 19   
4786   | 1          | INT             | 407   | 20   
4787   | )          | RPAREN          | 407   | 21   
4788   | )          | RPAREN          | 407   | 22   
4789   | op2        | IDENTIFIER      | 408   | 4    
4790   | =          | ASSIGN          | 408   | 8    
4791   | 1          | INT             | 408   | 10   
4792   | /          | DIV             | 408   | 11   
4793   | 2          | INT             | 408   | 12   
4794   | *          | MUL             | 408   | 14   
4795   | (          | LPAREN          | 408   | 16   
4796   | (          | LPAREN          | 408   | 17   
4797   | 1i         | COMPLEX         | 408   | 18   
4798   | ,          | COMMA           | 408   | 20   
4799   | 1i         | COMPLEX         | 408   | 21   
4800   | )          | RPAREN          | 408   | 23   
4801   | ,          | COMMA           | 408   | 24   
4802   | (          | LPAREN          | 408   | 26   
4803   | 1i         | COMPLEX         | 408   | 27   
4804   | ,          | COMMA           | 408   | 29   
4805   | 1i         | COMPLEX         | 408   | 30   
4806   | )          | RPAREN          | 408   | 32   
4807   | )          | RPAREN          | 408   | 33   
4808   | |ket0>     | KET_IDENTIFIER  | 409   | 4    
4809   | =          | ASSIGN          | 409   | 11   
4810   | (          | LPAREN          | 409   | 13   
4811   | 1          | INT             | 409   | 14   
4812   | ,          | COMMA           | 409   | 15   
4813   | 0          | INT             | 409   | 16   
4814   | )          | RPAREN          | 409   | 17   
4815   | |ket1>     | KET_IDENTIFIER  | 410   | 4    
4816   | =          | ASSIGN          | 410   | 11   
4817   | (          | LPAREN          | 410   | 13   
4818   | 0          | INT             | 410   | 14   
4819   | ,          | COMMA           | 410   | 15   
4820   | 1          | INT             | 410   | 16   
4821   | )          | RPAREN          | 410   | 17   
4822   | op         | IDENTIFIER      | 411   | 4    
4823   | =          | ASSIGN          | 411   | 7    
4824   | (          | LPAREN          | 411   | 9    
4825   | (          | LPAREN          | 411   | 10   
4826   | 1          | INT             | 411   | 11   
4827   | ,          | COMMA           | 411   | 12   
4828   | 0          | INT             | 411   | 13   
4829   | )          | RPAREN          | 411   | 14   
4830   | ,          | COMMA           | 411   | 15   
4831   | (          | LPAREN          | 411   | 17   
4832   | 0          | INT             | 411   | 18   
4833   | ,          | COMMA           | 411   | 19   
4834   | 1          | INT             | 411   | 20   
4835   | )          | RPAREN          | 411   | 21   
4836   | )          | RPAREN          | 411   | 22   
4837   | op2        | IDENTIFIER      | 412   | 4    
4838   | =          | ASSIGN          | 412   | 8    
4839   | 1          | INT             | 412   | 10   
4840   | /          | DIV             | 412   | 11   
4841   | 2          | INT             | 412   | 12   
4842   | *          | MUL             | 412   | 14   
4843   | (          | LPAREN          | 412   | 16   
4844   | (          | LPAREN          | 412   | 17   
4845   | 1i         | COMPLEX         | 412   | 18   
4846   | ,          | COMMA           | 412   | 20   
4847   | 1i         | COMPLEX         | 412   | 21   
4848   | )          | RPAREN          | 412   | 23   
4849   | ,          | COMMA           | 412   | 24   
4850   | (          | LPAREN          | 412   | 26   
4851   | 1i         | COMPLEX         | 412   | 27   
4852   | ,          | COMMA           | 412   | 29   
4853   | 1i         | COMPLEX         | 412   | 30   
4854   | )          | RPAREN          | 412   | 32   
4855   | )          | RPAREN          | 412   | 33   
4856   | |ket0>     | KET_IDENTIFIER  | 413   | 4    
4857   | =          | ASSIGN          | 413   | 11   
4858   | (          | LPAREN          | 413   | 13   
4859   | 1          | INT             | 413   | 14   
4860   | ,          | COMMA           | 413   | 15   
4861   | 0          | INT             | 413   | 16   
4862   | )          | RPAREN          | 413   | 17   
4863   | |ket1>     | KET_IDENTIFIER  | 414   | 4    
4864   | =          | ASSIGN          | 414   | 11   
4865   | (          | LPAREN          | 414   | 13   
4866   | 0          | INT             | 414   | 14   
4867   | ,          | COMMA           | 414   | 15   
4868   | 1          | INT             | 414   | 16   
4869   | )          | RPAREN          | 414   | 17   
4870   | op         | IDENTIFIER      | 415   | 4    
4871   | =          | ASSIGN          | 415   | 7    
4872   | (          | LPAREN          | 415   | 9    
4873   | (          | LPAREN          | 415   | 10   
4874   | 1          | INT             | 415   | 11   
4875   | ,          | COMMA           | 415   | 12   
4876   | 0          | INT             | 415   | 13   
4877   | )          | RPAREN          | 415   | 14   
4878   | ,          | COMMA           | 415   | 15   
4879   | (          | LPAREN          | 415   | 17   
4880   | 0          | INT             | 415   | 18   
4881   | ,          | COMMA           | 415   | 19   
4882   | 1          | INT             | 415   | 20   
4883   | )          | RPAREN          | 415   | 21   
4884   | )          | RPAREN          | 415   | 22   
4885   | op2        | IDENTIFIER      | 416   | 4    
4886   | =          | ASSIGN          | 416   | 8    
4887   | 1          | INT             | 416   | 10   
4888   | /          | DIV             | 416   | 11   
4889   | 2          | INT             | 416   | 12   
4890   | *          | MUL             | 416   | 14   
4891   | (          | LPAREN          | 416   | 16   
4892   | (          | LPAREN          | 416   | 17   
4893   | 1i         | COMPLEX         | 416   | 18   
4894   | ,          | COMMA           | 416   | 20   
4895   | 1i         | COMPLEX         | 416   | 21   
4896   | )          | RPAREN          | 416   | 23   
4897   | ,          | COMMA           | 416   | 24   
4898   | (          | LPAREN          | 416   | 26   
4899   | 1i         | COMPLEX         | 416   | 27   
4900   | ,          | COMMA           | 416   | 29   
4901   | 1i         | COMPLEX         | 416   | 30   
4902   | )          | RPAREN          | 416   | 32   
4903   | )          | RPAREN          | 416   | 33   
4904   | |ket0>     | KET_IDENTIFIER  | 417   | 4    
4905   | =          | ASSIGN          | 417   | 11   
4906   | (          | LPAREN          | 417   | 13   
4907   | 1          | INT             | 417   | 14   
4908   | ,          | COMMA           | 417   | 15   
4909   | 0          | INT             | 417   | 16   
4910   | )          | RPAREN          | 417   | 17   
4911   | |ket1>     | KET_IDENTIFIER  | 418   | 4    
4912   | =          | ASSIGN          | 418   | 11   
4913   | (          | LPAREN          | 418   | 13   
4914   | 0          | INT             | 418   | 14   
4915   | ,          | COMMA           | 418   | 15   
4916   | 1          | INT             | 418   | 16   
4917   | )          | RPAREN          | 418   | 17   
4918   | op         | IDENTIFIER      | 419   | 4    
4919   | =          | ASSIGN          | 419   | 7    
4920   | (          | LPAREN          | 419   | 9    
4921   | (          | LPAREN          | 419   | 10   
4922   | 1          | INT             | 419   | 11   
4923   | ,          | COMMA           | 419   | 12   
4924   | 0          | INT             | 419   | 13   
4925   | )          | RPAREN          | 419   | 14   
4926   | ,          | COMMA           | 419   | 15   
4927   | (          | LPAREN          | 419   | 17   
4928   | 0          | INT             | 419   | 18   
4929   | ,          | COMMA           | 419   | 19   
4930   | 1          | INT             | 419   | 20   
4931   | )          | RPAREN          | 419   | 21   
4932   | )          | RPAREN          | 419   | 22   
